created_at,field1,field2,field3,field4,field5,field6,field7,field8
2025-10-22T07:44:00,frankfurter,chicken,citrus fruit,root vegetables,packaged fruit/vegetables,domestic eggs,brown bread,artif. sweetener
2025-10-22T07:45:00,frankfurter,root vegetables,onions,whole milk,curd,butter milk,frozen meals,oil
2025-10-22T07:46:00,frankfurter,citrus fruit,tropical fruit,yogurt,bottled water,,,
2025-10-22T07:47:00,sausage,whole milk,rolls/buns,,,,,
2025-10-22T07:48:00,meat,tropical fruit,butter,yogurt,soft cheese,cat food,bottled water,specialty chocolate
2025-10-22T07:49:00,domestic eggs,,,,,,,
2025-10-22T07:50:00,waffles,chocolate,,,,,,
2025-10-22T07:51:00,yogurt,white wine,,,,,,
2025-10-22T07:52:00,ice cream,,,,,,,
2025-10-22T07:53:00,whole milk,,,,,,,
2025-10-22T07:54:00,sausage,citrus fruit,tropical fruit,other vegetables,curd,pastry,soda,chocolate
2025-10-22T07:55:00,long life bakery product,detergent,,,,,,
2025-10-22T07:56:00,sausage,rolls/buns,soda,,,,,
2025-10-22T07:57:00,white wine,,,,,,,
2025-10-22T07:58:00,frankfurter,whole milk,processed cheese,ice cream,canned fish,hygiene articles,cling film/bags,
2025-10-22T07:59:00,pastry,margarine,candy,,,,,
2025-10-22T08:00:00,chewing gum,,,,,,,
2025-10-22T08:01:00,organic sausage,soda,,,,,,
2025-10-22T08:02:00,chicken,pork,fruit/vegetable juice,canned beer,waffles,,,
2025-10-22T08:03:00,coffee,shopping bags,,,,,,
2025-10-22T08:04:00,specialty bar,,,,,,,
2025-10-22T08:05:00,popcorn,,,,,,,
2025-10-22T08:06:00,whole milk,condensed milk,,,,,,
2025-10-22T08:07:00,frankfurter,beef,hamburger meat,grapes,whole milk,whipped/sour cream,mayonnaise,frozen vegetables
2025-10-22T08:08:00,pork,citrus fruit,root vegetables,whole milk,dessert,yogurt,frozen fish,margarine
2025-10-22T08:09:00,tropical fruit,whole milk,chocolate,newspapers,,,,
2025-10-22T08:10:00,curd,chewing gum,specialty chocolate,newspapers,,,,
2025-10-22T08:11:00,other vegetables,sliced cheese,hard cheese,rolls/buns,pastry,,,
2025-10-22T08:12:00,sausage,pork,beef,tropical fruit,root vegetables,onions,other vegetables,UHT-milk
2025-10-22T08:13:00,yogurt,frozen meals,long life bakery product,chocolate,shopping bags,,,
2025-10-22T08:14:00,sausage,pip fruit,other vegetables,whole milk,hard cheese,rolls/buns,canned vegetables,candy
2025-10-22T08:15:00,citrus fruit,tropical fruit,UHT-milk,bottled water,soda,misc. beverages,fruit/vegetable juice,napkins
2025-10-22T08:16:00,whole milk,frozen meals,ice cream,,,,,
2025-10-22T08:17:00,other vegetables,frozen vegetables,ice cream,,,,,
2025-10-22T08:18:00,frankfurter,curd,soda,,,,,
2025-10-22T08:19:00,meat,chicken,beef,whole milk,whipped/sour cream,fruit/vegetable juice,,
2025-10-22T08:20:00,cat food,soda,specialty chocolate,,,,,
2025-10-22T08:21:00,dog food,bottled water,liquor,dish cleaner,,,,
2025-10-22T08:22:00,pork,citrus fruit,other vegetables,yogurt,,,,
2025-10-22T08:23:00,dessert,canned beer,,,,,,
2025-10-22T08:24:00,whole milk,bottled water,,,,,,
2025-10-22T08:25:00,chicken,,,,,,,
2025-10-22T08:26:00,flower soil/fertilizer,,,,,,,
2025-10-22T08:27:00,yogurt,cake bar,,,,,,
2025-10-22T08:28:00,chicken,beef,other vegetables,whole milk,UHT-milk,frozen vegetables,pasta,vinegar
2025-10-22T08:29:00,butter milk,rolls/buns,,,,,,
2025-10-22T08:30:00,coffee,soda,chocolate marshmallow,,,,,
2025-10-22T08:31:00,frozen meals,ice cream,brown bread,,,,,
2025-10-22T08:32:00,salty snack,,,,,,,
2025-10-22T08:33:00,sausage,citrus fruit,root vegetables,onions,curd,yogurt,whipped/sour cream,bottled beer
2025-10-22T08:34:00,white bread,white wine,,,,,,
2025-10-22T08:35:00,pip fruit,UHT-milk,semi-finished bread,margarine,bottled water,cake bar,shopping bags,
2025-10-22T08:36:00,tropical fruit,bottled water,,,,,,
2025-10-22T08:37:00,prosecco,,,,,,,
2025-10-22T08:38:00,packaged fruit/vegetables,,,,,,,
2025-10-22T08:39:00,citrus fruit,whole milk,yogurt,processed cheese,frozen vegetables,rolls/buns,margarine,chocolate
2025-10-22T08:40:00,whole milk,,,,,,,
2025-10-22T08:41:00,butter,,,,,,,
2025-10-22T08:42:00,pork,root vegetables,soda,salty snack,,,,
2025-10-22T08:43:00,other vegetables,UHT-milk,sugar,soda,,,,
2025-10-22T08:44:00,other vegetables,spread cheese,brown bread,margarine,bottled beer,,,
2025-10-22T08:45:00,meat,yogurt,napkins,,,,,
2025-10-22T08:46:00,whole milk,soft cheese,rolls/buns,prosecco,napkins,potted plants,,
2025-10-22T08:47:00,canned beer,red/blush wine,,,,,,
2025-10-22T08:48:00,tropical fruit,white bread,spices,Instant food products,,,,
2025-10-22T08:49:00,tropical fruit,yogurt,beverages,hard cheese,frozen meals,rolls/buns,tea,bottled water
2025-10-22T08:50:00,sweet spreads,,,,,,,
2025-10-22T08:51:00,brandy,,,,,,,
2025-10-22T08:52:00,tropical fruit,brandy,,,,,,
2025-10-22T08:53:00,sausage,pork,tropical fruit,other vegetables,butter milk,UHT-milk,soda,
2025-10-22T08:54:00,canned beer,,,,,,,
2025-10-22T08:55:00,coffee,bottled water,canned beer,napkins,,,,
2025-10-22T08:56:00,pork,,,,,,,
2025-10-22T08:57:00,dish cleaner,,,,,,,
2025-10-22T08:58:00,canned beer,,,,,,,
2025-10-22T08:59:00,rolls/buns,soda,,,,,,
2025-10-22T09:00:00,pastry,soda,waffles,,,,,
2025-10-22T09:01:00,misc. beverages,,,,,,,
2025-10-22T09:02:00,misc. beverages,,,,,,,
2025-10-22T09:03:00,frozen dessert,bottled water,soda,bottled beer,,,,
2025-10-22T09:04:00,meat,turkey,hamburger meat,citrus fruit,root vegetables,herbs,other vegetables,whole milk
2025-10-22T09:05:00,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,,
2025-10-22T09:06:00,rolls/buns,,,,,,,
2025-10-22T09:07:00,canned vegetables,,,,,,,
2025-10-22T09:08:00,canned beer,,,,,,,
2025-10-22T09:09:00,whole milk,baking powder,bottled water,newspapers,,,,
2025-10-22T09:10:00,chicken,grapes,whole milk,yogurt,rolls/buns,bottled water,fruit/vegetable juice,bottled beer
2025-10-22T09:11:00,whole milk,dessert,,,,,,
2025-10-22T09:12:00,tropical fruit,whole milk,cream cheese,processed cheese,rolls/buns,shopping bags,,
2025-10-22T09:13:00,citrus fruit,curd,sliced cheese,bottled water,napkins,,,
2025-10-22T09:14:00,canned beer,,,,,,,
2025-10-22T09:15:00,rolls/buns,canned beer,,,,,,
2025-10-22T09:16:00,pip fruit,whole milk,rolls/buns,sugar,baking powder,,,
2025-10-22T09:17:00,pork,whole milk,whipped/sour cream,bottled beer,dishes,,,
2025-10-22T09:18:00,canned beer,,,,,,,
2025-10-22T09:19:00,citrus fruit,tropical fruit,pip fruit,onions,other vegetables,whole milk,yogurt,frozen fish
2025-10-22T09:20:00,margarine,candles,newspapers,,,,,
2025-10-22T09:21:00,chicken,root vegetables,UHT-milk,specialty chocolate,,,,
2025-10-22T09:22:00,meat,root vegetables,onions,herbs,other vegetables,whole milk,flour,soda
2025-10-22T09:23:00,root vegetables,other vegetables,whole milk,flour,,,,
2025-10-22T09:24:00,ham,grapes,napkins,,,,,
2025-10-22T09:25:00,newspapers,,,,,,,
2025-10-22T09:26:00,whipped/sour cream,rolls/buns,pastry,bottled water,,,,
2025-10-22T09:27:00,cream cheese,zwieback,,,,,,
2025-10-22T09:28:00,citrus fruit,root vegetables,butter milk,oil,,,,
2025-10-22T09:29:00,pip fruit,other vegetables,whole milk,domestic eggs,pastry,pasta,soups,dish cleaner
2025-10-22T09:30:00,beef,root vegetables,other vegetables,whipped/sour cream,rolls/buns,bottled beer,,
2025-10-22T09:31:00,yogurt,cream cheese,pastry,canned fish,fruit/vegetable juice,shopping bags,,
2025-10-22T09:32:00,sausage,rolls/buns,bottled beer,,,,,
2025-10-22T09:33:00,processed cheese,,,,,,,
2025-10-22T09:34:00,domestic eggs,white wine,,,,,,
2025-10-22T09:35:00,sausage,chicken,beef,citrus fruit,tropical fruit,root vegetables,onions,herbs
2025-10-22T09:36:00,bottled water,bottled beer,specialty bar,,,,,
2025-10-22T09:37:00,newspapers,,,,,,,
2025-10-22T09:38:00,canned beer,,,,,,,
2025-10-22T09:39:00,tropical fruit,dessert,yogurt,UHT-milk,domestic eggs,rolls/buns,brown bread,canned vegetables
2025-10-22T09:40:00,curd,yogurt,,,,,,
2025-10-22T09:41:00,pip fruit,,,,,,,
2025-10-22T09:42:00,beverages,rolls/buns,,,,,,
2025-10-22T09:43:00,soda,fruit/vegetable juice,long life bakery product,,,,,
2025-10-22T09:44:00,newspapers,,,,,,,
2025-10-22T09:45:00,frankfurter,meat,pork,grapes,root vegetables,whipped/sour cream,domestic eggs,
2025-10-22T09:46:00,tropical fruit,whole milk,white bread,long life bakery product,napkins,,,
2025-10-22T09:47:00,pork,whole milk,cream cheese,frozen fish,brown bread,sauces,,
2025-10-22T09:48:00,chicken,tropical fruit,other vegetables,shopping bags,,,,
2025-10-22T09:49:00,chicken,pork,tropical fruit,curd cheese,cat food,,,
2025-10-22T09:50:00,rolls/buns,canned fish,soda,newspapers,,,,
2025-10-22T09:51:00,semi-finished bread,fruit/vegetable juice,newspapers,,,,,
2025-10-22T09:52:00,sausage,beef,citrus fruit,yogurt,brown bread,margarine,soda,long life bakery product
2025-10-22T09:53:00,sausage,tropical fruit,condensed milk,soda,specialty chocolate,,,
2025-10-22T09:54:00,shopping bags,,,,,,,
2025-10-22T09:55:00,condensed milk,coffee,,,,,,
2025-10-22T09:56:00,yogurt,,,,,,,
2025-10-22T09:57:00,frankfurter,sausage,meat,turkey,other vegetables,whipped/sour cream,brown bread,margarine
2025-10-22T09:58:00,turkey,citrus fruit,pip fruit,herbs,butter,frozen vegetables,brown bread,semi-finished bread
2025-10-22T09:59:00,beef,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,
2025-10-22T10:00:00,rolls/buns,red/blush wine,,,,,,
2025-10-22T10:01:00,whole milk,pastry,,,,,,
2025-10-22T10:02:00,berries,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,margarine,newspapers
2025-10-22T10:03:00,citrus fruit,newspapers,,,,,,
2025-10-22T10:04:00,meat,root vegetables,other vegetables,whole milk,brown bread,pastry,artif. sweetener,newspapers
2025-10-22T10:05:00,pip fruit,sliced cheese,rolls/buns,canned beer,shopping bags,,,
2025-10-22T10:06:00,grapes,berries,waffles,,,,,
2025-10-22T10:07:00,canned beer,,,,,,,
2025-10-22T10:08:00,sausage,grapes,whole milk,seasonal products,,,,
2025-10-22T10:09:00,seasonal products,,,,,,,
2025-10-22T10:10:00,chicken,citrus fruit,root vegetables,,,,,
2025-10-22T10:11:00,sausage,citrus fruit,grapes,curd,rolls/buns,brown bread,bottled beer,
2025-10-22T10:12:00,liver loaf,tropical fruit,yogurt,ice cream,rolls/buns,,,
2025-10-22T10:13:00,root vegetables,sugar,cat food,,,,,
2025-10-22T10:14:00,sliced cheese,,,,,,,
2025-10-22T10:15:00,pork,other vegetables,sliced cheese,white bread,,,,
2025-10-22T10:16:00,tropical fruit,butter milk,,,,,,
2025-10-22T10:17:00,spread cheese,rolls/buns,,,,,,
2025-10-22T10:18:00,spread cheese,,,,,,,
2025-10-22T10:19:00,sausage,meat,grapes,root vegetables,other vegetables,rolls/buns,canned beer,
2025-10-22T10:20:00,hamburger meat,white bread,pasta,specialty vegetables,bottled water,soda,snack products,waffles
2025-10-22T10:21:00,frankfurter,grapes,yogurt,cream cheese,frozen potato products,rolls/buns,meat spreads,bottled water
2025-10-22T10:22:00,whole milk,rolls/buns,margarine,bottled beer,,,,
2025-10-22T10:23:00,pip fruit,semi-finished bread,soups,,,,,
2025-10-22T10:24:00,whole milk,rolls/buns,canned beer,,,,,
2025-10-22T10:25:00,beef,citrus fruit,root vegetables,other vegetables,dessert,whipped/sour cream,oil,fruit/vegetable juice
2025-10-22T10:26:00,sausage,frozen vegetables,seasonal products,,,,,
2025-10-22T10:27:00,pork,berries,whole milk,frozen meals,white bread,brown bread,margarine,long life bakery product
2025-10-22T10:28:00,sausage,root vegetables,other vegetables,sliced cheese,hard cheese,semi-finished bread,oil,baking powder
2025-10-22T10:29:00,napkins,,,,,,,
2025-10-22T10:30:00,hamburger meat,,,,,,,
2025-10-22T10:31:00,yogurt,pet care,,,,,,
2025-10-22T10:32:00,meat,tropical fruit,vinegar,spices,cling film/bags,,,
2025-10-22T10:33:00,sausage,onions,rolls/buns,soda,brandy,white wine,chewing gum,napkins
2025-10-22T10:34:00,pastry,,,,,,,
2025-10-22T10:35:00,liver loaf,pork,other vegetables,whole milk,rolls/buns,coffee,soda,napkins
2025-10-22T10:36:00,other vegetables,butter,margarine,specialty fat,,,,
2025-10-22T10:37:00,pork,citrus fruit,pip fruit,root vegetables,whole milk,frozen dessert,rolls/buns,oil
2025-10-22T10:38:00,pork,beef,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream
2025-10-22T10:39:00,beverages,cake bar,,,,,,
2025-10-22T10:40:00,beef,whole milk,pastry,semi-finished bread,specialty chocolate,chocolate marshmallow,,
2025-10-22T10:41:00,pip fruit,whole milk,domestic eggs,,,,,
2025-10-22T10:42:00,berries,yogurt,cream cheese,rolls/buns,soda,brandy,,
2025-10-22T10:43:00,frozen meals,frozen fish,,,,,,
2025-10-22T10:44:00,tropical fruit,other vegetables,whole milk,yogurt,cream cheese,curd cheese,domestic eggs,sugar
2025-10-22T10:45:00,newspapers,,,,,,,
2025-10-22T10:46:00,chicken,root vegetables,other vegetables,coffee,chewing gum,hygiene articles,napkins,cling film/bags
2025-10-22T10:47:00,whole milk,UHT-milk,chocolate,newspapers,shopping bags,,,
2025-10-22T10:48:00,butter,UHT-milk,domestic eggs,waffles,,,,
2025-10-22T10:49:00,pip fruit,brown bread,,,,,,
2025-10-22T10:50:00,frankfurter,sausage,root vegetables,rolls/buns,pickled vegetables,newspapers,,
2025-10-22T10:51:00,other vegetables,yogurt,whipped/sour cream,white bread,,,,
2025-10-22T10:52:00,beef,root vegetables,other vegetables,whole milk,,,,
2025-10-22T10:53:00,turkey,citrus fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,butter
2025-10-22T10:54:00,processed cheese,bottled beer,liquor,red/blush wine,,,,
2025-10-22T10:55:00,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,processed cheese,domestic eggs,brown bread
2025-10-22T10:56:00,sausage,rolls/buns,pastry,cat food,,,,
2025-10-22T10:57:00,rolls/buns,,,,,,,
2025-10-22T10:58:00,beef,root vegetables,rolls/buns,brown bread,pastry,oil,napkins,newspapers
2025-10-22T10:59:00,rolls/buns,soda,waffles,newspapers,,,,
2025-10-22T11:00:00,hamburger meat,dessert,pickled vegetables,coffee,shopping bags,,,
2025-10-22T11:01:00,turkey,tropical fruit,grapes,root vegetables,other vegetables,butter,whipped/sour cream,beverages
2025-10-22T11:02:00,specialty chocolate,,,,,,,
2025-10-22T11:03:00,frankfurter,sausage,pork,citrus fruit,other vegetables,whole milk,rolls/buns,oil
2025-10-22T11:04:00,beef,rolls/buns,,,,,,
2025-10-22T11:05:00,berries,whole milk,flour,sugar,soda,,,
2025-10-22T11:06:00,kitchen utensil,,,,,,,
2025-10-22T11:07:00,soda,chocolate,,,,,,
2025-10-22T11:08:00,whole milk,bottled water,,,,,,
2025-10-22T11:09:00,chicken,pork,whole milk,whipped/sour cream,coffee,,,
2025-10-22T11:10:00,whole milk,butter,yogurt,brown bread,bottled water,soda,fruit/vegetable juice,long life bakery product
2025-10-22T11:11:00,brown bread,pastry,long life bakery product,,,,,
2025-10-22T11:12:00,frankfurter,citrus fruit,whole milk,butter,yogurt,frozen vegetables,frozen meals,ice cream
2025-10-22T11:13:00,frankfurter,whole milk,margarine,bottled water,soda,detergent,,
2025-10-22T11:14:00,pip fruit,herbs,other vegetables,whole milk,curd,whipped/sour cream,rum,napkins
2025-10-22T11:15:00,sausage,organic sausage,chicken,berries,whole milk,butter,whipped/sour cream,soda
2025-10-22T11:16:00,hygiene articles,,,,,,,
2025-10-22T11:17:00,frankfurter,root vegetables,whole milk,butter,curd,domestic eggs,brown bread,flour
2025-10-22T11:18:00,citrus fruit,whole milk,whipped/sour cream,domestic eggs,salt,newspapers,,
2025-10-22T11:19:00,tropical fruit,hard cheese,domestic eggs,soda,misc. beverages,chewing gum,,
2025-10-22T11:20:00,chicken,citrus fruit,other vegetables,,,,,
2025-10-22T11:21:00,bottled water,,,,,,,
2025-10-22T11:22:00,ham,grapes,berries,hard cheese,processed cheese,snack products,long life bakery product,waffles
2025-10-22T11:23:00,canned beer,specialty bar,,,,,,
2025-10-22T11:24:00,grapes,white wine,dishes,,,,,
2025-10-22T11:25:00,hamburger meat,herbs,other vegetables,butter,whipped/sour cream,soda,dish cleaner,cleaner
2025-10-22T11:26:00,curd,yogurt,,,,,,
2025-10-22T11:27:00,rolls/buns,brown bread,,,,,,
2025-10-22T11:28:00,waffles,,,,,,,
2025-10-22T11:29:00,beef,other vegetables,newspapers,,,,,
2025-10-22T11:30:00,beef,,,,,,,
2025-10-22T11:31:00,butter,bottled beer,,,,,,
2025-10-22T11:32:00,sausage,frozen vegetables,domestic eggs,soda,fruit/vegetable juice,napkins,potted plants,
2025-10-22T11:33:00,frankfurter,sausage,liver loaf,citrus fruit,pip fruit,onions,yogurt,domestic eggs
2025-10-22T11:34:00,chocolate,candy,,,,,,
2025-10-22T11:35:00,UHT-milk,candy,napkins,,,,,
2025-10-22T11:36:00,sausage,tropical fruit,rolls/buns,soda,cling film/bags,shopping bags,,
2025-10-22T11:37:00,cream cheese,,,,,,,
2025-10-22T11:38:00,bottled beer,shopping bags,,,,,,
2025-10-22T11:39:00,rolls/buns,fruit/vegetable juice,specialty chocolate,newspapers,,,,
2025-10-22T11:40:00,rolls/buns,,,,,,,
2025-10-22T11:41:00,finished products,whole milk,rolls/buns,salty snack,cake bar,chocolate,candy,newspapers
2025-10-22T11:42:00,sausage,beef,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd
2025-10-22T11:43:00,tropical fruit,whipped/sour cream,frozen vegetables,rolls/buns,salty snack,dish cleaner,,
2025-10-22T11:44:00,beef,grapes,whole milk,butter,curd,ice cream,cat food,bottled water
2025-10-22T11:45:00,sausage,rolls/buns,chocolate,candy,shopping bags,,,
2025-10-22T11:46:00,ham,tropical fruit,ice cream,semi-finished bread,chocolate marshmallow,,,
2025-10-22T11:47:00,grapes,root vegetables,other vegetables,domestic eggs,,,,
2025-10-22T11:48:00,whole milk,,,,,,,
2025-10-22T11:49:00,beef,yogurt,margarine,,,,,
2025-10-22T11:50:00,canned fish,fruit/vegetable juice,make up remover,,,,,
2025-10-22T11:51:00,whole milk,pastry,sugar,newspapers,,,,
2025-10-22T11:52:00,chicken,tropical fruit,other vegetables,whole milk,soft cheese,frozen vegetables,chocolate,
2025-10-22T11:53:00,rolls/buns,soda,,,,,,
2025-10-22T11:54:00,liver loaf,root vegetables,other vegetables,,,,,
2025-10-22T11:55:00,frankfurter,sausage,processed cheese,rolls/buns,pickled vegetables,bottled water,liquor,shopping bags
2025-10-22T11:56:00,citrus fruit,tropical fruit,other vegetables,whole milk,butter,curd,yogurt,sliced cheese
2025-10-22T11:57:00,turkey,yogurt,rolls/buns,pastry,margarine,bottled water,soda,fruit/vegetable juice
2025-10-22T11:58:00,sausage,pip fruit,other vegetables,yogurt,hard cheese,domestic eggs,rolls/buns,bottled water
2025-10-22T11:59:00,beverages,pastry,soda,misc. beverages,chocolate marshmallow,,,
2025-10-22T12:00:00,mayonnaise,tidbits,rolls/buns,bottled water,soda,cake bar,,
2025-10-22T12:01:00,rolls/buns,,,,,,,
2025-10-22T12:02:00,chicken,pork,beef,whole milk,curd,soft cheese,processed cheese,frozen potato products
2025-10-22T12:03:00,canned beer,liquor (appetizer),,,,,,
2025-10-22T12:04:00,chicken,hamburger meat,other vegetables,butter,yogurt,rolls/buns,white bread,rice
2025-10-22T12:05:00,whole milk,,,,,,,
2025-10-22T12:06:00,ham,pork,white bread,candy,,,,
2025-10-22T12:07:00,rolls/buns,,,,,,,
2025-10-22T12:08:00,whole milk,curd,hard cheese,bottled water,,,,
2025-10-22T12:09:00,soda,chocolate,specialty bar,napkins,,,,
2025-10-22T12:10:00,shopping bags,,,,,,,
2025-10-22T12:11:00,whole milk,canned beer,,,,,,
2025-10-22T12:12:00,organic sausage,mustard,ready soups,soda,,,,
2025-10-22T12:13:00,citrus fruit,tropical fruit,whole milk,curd,dessert,mayonnaise,domestic eggs,margarine
2025-10-22T12:14:00,beef,,,,,,,
2025-10-22T12:15:00,frankfurter,chicken,citrus fruit,root vegetables,,,,
2025-10-22T12:16:00,pork,other vegetables,whole milk,brown bread,pastry,sugar,,
2025-10-22T12:17:00,yogurt,rolls/buns,dog food,bottled water,canned beer,shopping bags,,
2025-10-22T12:18:00,butter,hard cheese,canned beer,,,,,
2025-10-22T12:19:00,yogurt,,,,,,,
2025-10-22T12:20:00,salty snack,,,,,,,
2025-10-22T12:21:00,rolls/buns,house keeping products,light bulbs,,,,,
2025-10-22T12:22:00,bottled beer,,,,,,,
2025-10-22T12:23:00,beef,packaged fruit/vegetables,potted plants,,,,,
2025-10-22T12:24:00,meat,beef,other vegetables,butter,frozen fish,bottled water,napkins,
2025-10-22T12:25:00,semi-finished bread,instant coffee,,,,,,
2025-10-22T12:26:00,whole milk,curd,yogurt,soft cheese,detergent,newspapers,,
2025-10-22T12:27:00,chicken,beef,rolls/buns,instant coffee,,,,
2025-10-22T12:28:00,meat,pork,other vegetables,brown bread,syrup,,,
2025-10-22T12:29:00,pastry,soda,shopping bags,,,,,
2025-10-22T12:30:00,rolls/buns,,,,,,,
2025-10-22T12:31:00,beverages,popcorn,,,,,,
